# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_center_rottrans_gyration.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAD/2blg_clad_2
# Original file was created by command :
"Radius of gyration (total and around axes)"
"Time (ps)";"Rg";"Rg\sX\N";"Rg\sY\N";"Rg\sZ\N"
"0.0";"1.4996";"1.23322";"1.2362";"1.20356"
"10.0";"1.49284";"1.22806";"1.22847";"1.19994"
"20.0";"1.49401";"1.22762";"1.22638";"1.20544"
"30.0";"1.49856";"1.23741";"1.22654";"1.20655"
"40.0";"1.50143";"1.24336";"1.23326";"1.20071"
"50.0";"1.49629";"1.23602";"1.2247";"1.2042"
"60.0";"1.49674";"1.24502";"1.22434";"1.1964"
"70.0";"1.50114";"1.24661";"1.23109";"1.19883"
"80.0";"1.49569";"1.24194";"1.22373";"1.19761"
"90.0";"1.49671";"1.24506";"1.2213";"1.19939"
"100.0";"1.49414";"1.2413";"1.22542";"1.19265"
"110.0";"1.49466";"1.24398";"1.22382";"1.19281"
"120.0";"1.49565";"1.24629";"1.21532";"1.20154"
"130.0";"1.49941";"1.24744";"1.22817";"1.19664"
"140.0";"1.50185";"1.25046";"1.23024";"1.19747"
"150.0";"1.49777";"1.24539";"1.22278";"1.20019"
"160.0";"1.4984";"1.25039";"1.22305";"1.19628"
"170.0";"1.50272";"1.25204";"1.22681";"1.20153"
"180.0";"1.50641";"1.24802";"1.23565";"1.20587"
"190.0";"1.5009";"1.24358";"1.23081";"1.20169"
"200.0";"1.50305";"1.25028";"1.23092";"1.19999"
"210.0";"1.50956";"1.25597";"1.23599";"1.20516"
"220.0";"1.50242";"1.24957";"1.22755";"1.20259"
"230.0";"1.49954";"1.2447";"1.22776";"1.20025"
"240.0";"1.50373";"1.24219";"1.23827";"1.20253"
"250.0";"1.50063";"1.23721";"1.22946";"1.20894"
"260.0";"1.51027";"1.24495";"1.24132";"1.21287"
"270.0";"1.49869";"1.2324";"1.2287";"1.2098"
"280.0";"1.50734";"1.24055";"1.24516";"1.20615"
"290.0";"1.50185";"1.24046";"1.23459";"1.2034"
"300.0";"1.50773";"1.2441";"1.24134";"1.20737"
"310.0";"1.50589";"1.24302";"1.23856";"1.20677"
"320.0";"1.50428";"1.2438";"1.23276";"1.20788"
"330.0";"1.50607";"1.25391";"1.23412";"1.2005"
"340.0";"1.50586";"1.24301";"1.23602";"1.2093"
"350.0";"1.49619";"1.23916";"1.22924";"1.19608"
"360.0";"1.50018";"1.24671";"1.22472";"1.20285"
"370.0";"1.50452";"1.25122";"1.22652";"1.20718"
"380.0";"1.49313";"1.23631";"1.22483";"1.1959"
"390.0";"1.49641";"1.23151";"1.22552";"1.2083"
"400.0";"1.49612";"1.24038";"1.22564";"1.19834"
"410.0";"1.5019";"1.24818";"1.226";"1.20433"
"420.0";"1.50827";"1.24461";"1.2405";"1.20908"
"430.0";"1.51078";"1.24906";"1.23998";"1.21129"
"440.0";"1.5057";"1.24931";"1.23193";"1.20657"
"450.0";"1.50608";"1.24401";"1.24218";"1.20249"
"460.0";"1.51226";"1.24549";"1.24694";"1.2115"
"470.0";"1.50697";"1.24912";"1.23847";"1.20324"
"480.0";"1.50397";"1.24813";"1.23762";"1.19763"
"490.0";"1.50702";"1.2403";"1.24431";"1.20646"
"500.0";"1.50749";"1.23948";"1.23935";"1.21359"
"510.0";"1.50867";"1.24608";"1.24055";"1.20851"
"520.0";"1.50373";"1.23686";"1.23596";"1.21037"
"530.0";"1.50379";"1.24684";"1.23182";"1.20448"
"540.0";"1.50003";"1.24612";"1.23312";"1.19449"
"550.0";"1.50416";"1.24348";"1.24253";"1.19786"
"560.0";"1.50352";"1.23778";"1.2371";"1.20774"
"570.0";"1.50834";"1.24809";"1.24005";"1.20612"
"580.0";"1.50113";"1.24921";"1.23068";"1.19654"
"590.0";"1.5061";"1.25207";"1.2337";"1.2029"
"600.0";"1.5064";"1.25335";"1.2339";"1.20213"
"610.0";"1.50788";"1.25022";"1.23695";"1.20596"
"620.0";"1.50236";"1.24784";"1.23163";"1.20007"
"630.0";"1.51047";"1.25045";"1.24148";"1.20753"
"640.0";"1.51217";"1.25381";"1.24638";"1.20324"
"650.0";"1.503";"1.24651";"1.23507";"1.19951"
"660.0";"1.50826";"1.2479";"1.23945";"1.20673"
"670.0";"1.5045";"1.24356";"1.23926";"1.20202"
"680.0";"1.50582";"1.2428";"1.23881";"1.20656"
"690.0";"1.5033";"1.24723";"1.2377";"1.19681"
"700.0";"1.51358";"1.24361";"1.25542";"1.20797"
"710.0";"1.50984";"1.2432";"1.25031";"1.20434"
"720.0";"1.4997";"1.24592";"1.23557";"1.19133"
"730.0";"1.51368";"1.25399";"1.24893";"1.20423"
"740.0";"1.50963";"1.2431";"1.24849";"1.20581"
"750.0";"1.51519";"1.25149";"1.24909";"1.21044"
"760.0";"1.51328";"1.24805";"1.24606";"1.21233"
"770.0";"1.51147";"1.24376";"1.24375";"1.21458"
"780.0";"1.5056";"1.23704";"1.24731";"1.20317"
