# This .csv file was created 12.10.2024 14:35
# extracted out of file prod_dist_hbonds_mol14.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_1
# Original file was created by command :
"0.0025";"0.0"
"0.0075";"0.0"
"0.0125";"0.0"
"0.0175";"0.0"
"0.0225";"0.0"
"0.0275";"0.0"
"0.0325";"0.0"
"0.0375";"0.0"
"0.0425";"0.0"
"0.0475";"0.0"
"0.0525";"0.0"
"0.0575";"0.0"
"0.0625";"0.0"
"0.0675";"0.0"
"0.0725";"0.0"
"0.0775";"0.0"
"0.0825";"0.0"
"0.0875";"0.0"
"0.0925";"0.0"
"0.0975";"0.0"
"0.1025";"0.0"
"0.1075";"0.0"
"0.1125";"0.0"
"0.1175";"0.0"
"0.1225";"0.0"
"0.1275";"0.0"
"0.1325";"0.0"
"0.1375";"0.0"
"0.1425";"0.0"
"0.1475";"0.0"
"0.1525";"0.0"
"0.1575";"0.0"
"0.1625";"0.0"
"0.1675";"0.0"
"0.1725";"0.0"
"0.1775";"0.0"
"0.1825";"0.0"
"0.1875";"0.0"
"0.1925";"0.0"
"0.1975";"0.0"
"0.2025";"0.0"
"0.2075";"0.0"
"0.2125";"0.0"
"0.2175";"0.0"
"0.2225";"0.0"
"0.2275";"0.0"
"0.2325";"0.0"
"0.2375";"0.270842"
"0.2425";"2.08746"
"0.2475";"7.47126"
"0.2525";"14.0375"
"0.2575";"17.7302"
"0.2625";"19.4015"
"0.2675";"20.214"
"0.2725";"19.679"
"0.2775";"18.8202"
"0.2825";"16.5808"
"0.2875";"14.6387"
"0.2925";"11.7585"
"0.2975";"8.97741"
"0.3025";"6.63232"
"0.3075";"5.50271"
"0.3125";"3.74554"
"0.3175";"3.19725"
"0.3225";"2.21297"
"0.3275";"1.77038"
"0.3325";"1.5656"
"0.3375";"1.41366"
"0.3425";"1.2353"
"0.3475";"1.05694"
