# This .csv file was created 12.10.2024 14:34
# extracted out of file prod_mindist_mol_dimerarea.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAB/6fxb_cab_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"dimerarea-MOL"
"51070.0";"0.3073342"
"51080.0";"0.2547748"
"51090.0";"0.2518351"
"51100.0";"0.285419"
"51110.0";"0.2682259"
"51120.0";"0.2504516"
"51130.0";"0.2600402"
"51140.0";"0.2638448"
"51150.0";"0.2837923"
"51160.0";"0.2426559"
"51170.0";"0.2718287"
"51180.0";"0.2380964"
"51190.0";"0.2290588"
"51200.0";"0.2410084"
"51210.0";"0.2732857"
"51220.0";"0.249154"
"51230.0";"0.2609537"
"51240.0";"0.2597942"
"51250.0";"0.2498577"
"51260.0";"0.2965317"
"51270.0";"0.2708906"
"51280.0";"0.3116483"
"51290.0";"0.2612089"
"51300.0";"0.2491484"
"51310.0";"0.2883354"
"51320.0";"0.2885291"
"51330.0";"0.2886259"
"51340.0";"0.2764652"
"51350.0";"0.2896912"
"51360.0";"0.2753582"
"51370.0";"0.2552398"
"51380.0";"0.312583"
"51390.0";"0.2875589"
"51400.0";"0.2442728"
"51410.0";"0.2657709"
"51420.0";"0.2404871"
"51430.0";"0.2613862"
"51440.0";"0.2520817"
"51450.0";"0.251487"
"51460.0";"0.2589321"
"51470.0";"0.2489683"
"51480.0";"0.283581"
"51490.0";"0.2624288"
"51500.0";"0.3067584"
"51510.0";"0.2912564"
"51520.0";"0.2718918"
"51530.0";"0.2936018"
"51540.0";"0.2901259"
"51550.0";"0.3170647"
"51560.0";"0.2473418"
"51570.0";"0.2802751"
"51580.0";"0.273083"
"51590.0";"0.2739202"
"51600.0";"0.2546254"
"51610.0";"0.2563631"
"51620.0";"0.2492089"
"51630.0";"0.2877051"
"51640.0";"0.2791045"
"51650.0";"0.2571028"
"51660.0";"0.255283"
"51670.0";"0.2621047"
"51680.0";"0.2382977"
"51690.0";"0.2450162"
"51700.0";"0.2997029"
"51710.0";"0.2608718"
"51720.0";"0.2713388"
"51730.0";"0.272775"
"51740.0";"0.2360174"
"51750.0";"0.2522103"
"51760.0";"0.257832"
"51770.0";"0.2441864"
"51780.0";"0.2735705"
"51790.0";"0.3002082"
"51800.0";"0.2631542"
"51810.0";"0.2786647"
"51820.0";"0.2143689"
"51830.0";"0.236478"
"51840.0";"0.24489"
"51850.0";"0.3063131"
"51860.0";"0.2339761"
"51870.0";"0.264466"
"51880.0";"0.2901486"
"51890.0";"0.2508087"
"51900.0";"0.2698832"
"51910.0";"0.2359048"
"51920.0";"0.2683002"
"51930.0";"0.2499403"
"51940.0";"0.2593588"
"51950.0";"0.2844051"
"51960.0";"0.2813003"
"51970.0";"0.2622764"
"51980.0";"0.2499914"
"51990.0";"0.2582494"
"52000.0";"0.2727971"
"52010.0";"0.2353911"
"52020.0";"0.303805"
"52030.0";"0.2471503"
"52040.0";"0.2656051"
"52050.0";"0.2397892"
"52060.0";"0.2537897"
"52070.0";"0.2598014"
"52080.0";"0.245433"
"52090.0";"0.2419462"
"52100.0";"0.2622635"
"52110.0";"0.2548943"
"52120.0";"0.2192852"
"52130.0";"0.2515418"
"52140.0";"0.2441094"
"52150.0";"0.2563025"
"52160.0";"0.2440762"
"52170.0";"0.2366115"
"52180.0";"0.2313526"
"52190.0";"0.2566482"
"52200.0";"0.2269978"
"52210.0";"0.2395595"
"52220.0";"0.2476813"
"52230.0";"0.2819733"
"52240.0";"0.220626"
"52250.0";"0.2690077"
"52260.0";"0.2571184"
"52270.0";"0.2755461"
"52280.0";"0.2566596"
"52290.0";"0.2406096"
"52300.0";"0.2788214"
"52310.0";"0.2770073"
"52320.0";"0.2335937"
"52330.0";"0.259565"
"52340.0";"0.251623"
"52350.0";"0.2441337"
"52360.0";"0.2551488"
"52370.0";"0.2884318"
"52380.0";"0.2799091"
"52390.0";"0.264132"
"52400.0";"0.2528021"
"52410.0";"0.2337452"
"52420.0";"0.2803763"
"52430.0";"0.2719757"
"52440.0";"0.226261"
"52450.0";"0.2741591"
"52460.0";"0.2207846"
"52470.0";"0.2872085"
"52480.0";"0.2471937"
"52490.0";"0.2570041"
"52500.0";"0.2495473"
"52510.0";"0.2664096"
"52520.0";"0.2409518"
"52530.0";"0.2444284"
"52540.0";"0.2705349"
"52550.0";"0.2450757"
"52560.0";"0.249096"
"52570.0";"0.2453751"
"52580.0";"0.2275366"
"52590.0";"0.2856516"
"52600.0";"0.282296"
"52610.0";"0.2884736"
"52620.0";"0.2597868"
"52630.0";"0.2592354"
"52640.0";"0.2522898"
"52650.0";"0.2609012"
"52660.0";"0.2576101"
"52670.0";"0.2431201"
"52680.0";"0.2618337"
"52690.0";"0.2925356"
"52700.0";"0.2381531"
"52710.0";"0.294031"
"52720.0";"0.284552"
"52730.0";"0.2699802"
"52740.0";"0.2552508"
"52750.0";"0.2409607"
"52760.0";"0.2415891"
"52770.0";"0.2308894"
"52780.0";"0.2707565"
"52790.0";"0.2192096"
"52800.0";"0.2628935"
"52810.0";"0.2666556"
"52820.0";"0.2377161"
"52830.0";"0.2248089"
"52840.0";"0.2501398"
"52850.0";"0.2368458"
"52860.0";"0.2567687"
"52870.0";"0.2265523"
"52880.0";"0.2464733"
"52890.0";"0.237693"
"52900.0";"0.2255879"
"52910.0";"0.2607163"
"52920.0";"0.2210028"
"52930.0";"0.2381366"
"52940.0";"0.2589266"
"52950.0";"0.226144"
"52960.0";"0.2374495"
"52970.0";"0.2170282"
"52980.0";"0.2697408"
"52990.0";"0.2526383"
"53000.0";"0.2463514"
"53010.0";"0.2143574"
"53020.0";"0.2091271"
"53030.0";"0.2189563"
"53040.0";"0.2538364"
"53050.0";"0.2939664"
"53060.0";"0.2481148"
"53070.0";"0.2208553"
"53080.0";"0.3012573"
"53090.0";"0.2559138"
"53100.0";"0.2460001"
"53110.0";"0.2433153"
"53120.0";"0.2556438"
"53130.0";"0.2128902"
"53140.0";"0.250938"
"53150.0";"0.2509403"
"53160.0";"0.2594418"
"53170.0";"0.2351811"
"53180.0";"0.2404042"
"53190.0";"0.2740554"
"53200.0";"0.2573517"
"53210.0";"0.2594105"
"53220.0";"0.292496"
"53230.0";"0.2472448"
"53240.0";"0.2713724"
"53250.0";"0.2484611"
"53260.0";"0.2701316"
"53270.0";"0.2649174"
"53280.0";"0.2108963"
"53290.0";"0.2193265"
"53300.0";"0.239875"
"53310.0";"0.2324956"
"53320.0";"0.2426706"
"53330.0";"0.2435425"
"53340.0";"0.249241"
"53350.0";"0.2310522"
"53360.0";"0.2526735"
"53370.0";"0.2415801"
"53380.0";"0.239887"
"53390.0";"0.246649"
"53400.0";"0.2306812"
"53410.0";"0.2495719"
"53420.0";"0.28719"
"53430.0";"0.2459369"
"53440.0";"0.2583739"
"53450.0";"0.2774359"
"53460.0";"0.2477137"
"53470.0";"0.261772"
"53480.0";"0.2775398"
"53490.0";"0.2482837"
"53500.0";"0.29696"
"53510.0";"0.2360715"
"53520.0";"0.2607991"
"53530.0";"0.2621942"
"53540.0";"0.2815844"
"53550.0";"0.2453941"
"53560.0";"0.2620442"
"53570.0";"0.2861605"
"53580.0";"0.251909"
"53590.0";"0.2840857"
"53600.0";"0.2706493"
"53610.0";"0.2690766"
"53620.0";"0.2812559"
"53630.0";"0.2545606"
"53640.0";"0.2509445"
"53650.0";"0.2527865"
"53660.0";"0.2816277"
"53670.0";"0.2545077"
"53680.0";"0.2808362"
"53690.0";"0.2872018"
"53700.0";"0.241599"
"53710.0";"0.232125"
"53720.0";"0.2462707"
"53730.0";"0.280884"
"53740.0";"0.2506666"
"53750.0";"0.2718693"
"53760.0";"0.2803253"
"53770.0";"0.2515591"
"53780.0";"0.3081135"
"53790.0";"0.2755954"
"53800.0";"0.2989464"
"53810.0";"0.2316853"
"53820.0";"0.2531601"
"53830.0";"0.2160188"
"53840.0";"0.2735711"
"53850.0";"0.2923301"
"53860.0";"0.2651732"
"53870.0";"0.2257503"
"53880.0";"0.2542042"
"53890.0";"0.2533456"
"53900.0";"0.2862398"
"53910.0";"0.2498495"
"53920.0";"0.2316551"
"53930.0";"0.2404954"
"53940.0";"0.281345"
"53950.0";"0.2595572"
"53960.0";"0.2633347"
"53970.0";"0.2530099"
"53980.0";"0.2348065"
"53990.0";"0.2852985"
"54000.0";"0.2764502"
"54010.0";"0.233294"
"54020.0";"0.2688453"
"54030.0";"0.2460508"
"54040.0";"0.2740699"
"54050.0";"0.2687189"
"54060.0";"0.2850152"
"54070.0";"0.2484772"
"54080.0";"0.2813484"
"54090.0";"0.2577556"
"54100.0";"0.2806231"
"54110.0";"0.2721122"
"54120.0";"0.2636111"
"54130.0";"0.275763"
"54140.0";"0.2899122"
"54150.0";"0.2929403"
"54160.0";"0.2938436"
"54170.0";"0.2356651"
"54180.0";"0.2468401"
"54190.0";"0.2510323"
"54200.0";"0.2793725"
"54210.0";"0.2478644"
"54220.0";"0.2693712"
"54230.0";"0.2468057"
"54240.0";"0.2303977"
"54250.0";"0.2451818"
"54260.0";"0.2282763"
"54270.0";"0.2751762"
"54280.0";"0.2481014"
"54290.0";"0.2647112"
"54300.0";"0.2663412"
"54310.0";"0.2739744"
"54320.0";"0.2812084"
"54330.0";"0.2753346"
"54340.0";"0.2743298"
"54350.0";"0.2579031"
"54360.0";"0.2469371"
"54370.0";"0.2444014"
"54380.0";"0.2340127"
"54390.0";"0.2593027"
"54400.0";"0.2402525"
"54410.0";"0.2797961"
"54420.0";"0.2551335"
"54430.0";"0.2309456"
"54440.0";"0.2691413"
"54450.0";"0.2927968"
"54460.0";"0.265844"
"54470.0";"0.2565813"
"54480.0";"0.2342438"
"54490.0";"0.2555501"
"54500.0";"0.2871059"
"54510.0";"0.2634046"
"54520.0";"0.2239327"
"54530.0";"0.2590904"
"54540.0";"0.269344"
"54550.0";"0.2631766"
"54560.0";"0.2648226"
"54570.0";"0.2496204"
"54580.0";"0.3029849"
"54590.0";"0.2824928"
"54600.0";"0.2431147"
"54610.0";"0.2636234"
"54620.0";"0.245733"
"54630.0";"0.2507629"
"54640.0";"0.2560526"
"54650.0";"0.28312"
"54660.0";"0.2553074"
"54670.0";"0.2477379"
"54680.0";"0.2401417"
"54690.0";"0.2540455"
"54700.0";"0.2412513"
"54710.0";"0.2474092"
"54720.0";"0.2532686"
"54730.0";"0.2454607"
"54740.0";"0.2459046"
"54750.0";"0.2460612"
"54760.0";"0.2358943"
"54770.0";"0.2717642"
"54780.0";"0.2466012"
"54790.0";"0.2277039"
"54800.0";"0.2386188"
"54810.0";"0.23479"
"54820.0";"0.2685513"
"54830.0";"0.2883367"
"54840.0";"0.278742"
"54850.0";"0.2399285"
"54860.0";"0.2492588"
"54870.0";"0.2339613"
"54880.0";"0.2374465"
"54890.0";"0.2240365"
"54900.0";"0.2564879"
"54910.0";"0.2319611"
"54920.0";"0.2431069"
"54930.0";"0.2895663"
"54940.0";"0.3334213"
"54950.0";"0.2055254"
"54960.0";"0.2723619"
"54970.0";"0.2684268"
"54980.0";"0.2430823"
"54990.0";"0.2411164"
"55000.0";"0.2470325"
"55010.0";"0.2887168"
"55020.0";"0.2681584"
"55030.0";"0.2238144"
"55040.0";"0.2659171"
"55050.0";"0.2361742"
"55060.0";"0.2720366"
"55070.0";"0.243467"
"55080.0";"0.2272194"
"55090.0";"0.2743611"
"55100.0";"0.2518156"
"55110.0";"0.2496116"
"55120.0";"0.2677271"
"55130.0";"0.2325277"
"55140.0";"0.2673572"
"55150.0";"0.2730955"
"55160.0";"0.2623379"
"55170.0";"0.2585574"
"55180.0";"0.264055"
"55190.0";"0.278124"
"55200.0";"0.2320534"
"55210.0";"0.2503913"
"55220.0";"0.2879862"
"55230.0";"0.2592626"
"55240.0";"0.299461"
"55250.0";"0.2698978"
"55260.0";"0.2792528"
"55270.0";"0.2956929"
"55280.0";"0.2409525"
"55290.0";"0.2505235"
"55300.0";"0.2374032"
"55310.0";"0.2597904"
"55320.0";"0.2414372"
"55330.0";"0.2853947"
"55340.0";"0.2406949"
"55350.0";"0.2270817"
"55360.0";"0.2337601"
"55370.0";"0.2658213"
"55380.0";"0.2827632"
"55390.0";"0.2832207"
"55400.0";"0.2498403"
"55410.0";"0.2417556"
"55420.0";"0.2540136"
"55430.0";"0.2372256"
"55440.0";"0.2753199"
"55450.0";"0.2668596"
"55460.0";"0.2470046"
"55470.0";"0.2764201"
"55480.0";"0.2588066"
"55490.0";"0.2956842"
"55500.0";"0.2468138"
"55510.0";"0.3127605"
"55520.0";"0.2615913"
"55530.0";"0.283494"
"55540.0";"0.2474875"
"55550.0";"0.226473"
"55560.0";"0.2818172"
"55570.0";"0.2560192"
"55580.0";"0.2543716"
"55590.0";"0.2668105"
"55600.0";"0.2431336"
"55610.0";"0.2674225"
"55620.0";"0.2785146"
"55630.0";"0.2507364"
"55640.0";"0.2631443"
"55650.0";"0.2775284"
"55660.0";"0.2289562"
"55670.0";"0.2550174"
"55680.0";"0.2691934"
"55690.0";"0.2591764"
"55700.0";"0.211984"
"55710.0";"0.2641606"
"55720.0";"0.2496556"
"55730.0";"0.3435713"
"55740.0";"0.2932593"
"55750.0";"0.2681397"
"55760.0";"0.2715438"
"55770.0";"0.2646771"
"55780.0";"0.2593856"
"55790.0";"0.262772"
"55800.0";"0.2528991"
"55810.0";"0.3048624"
"55820.0";"0.2678004"
"55830.0";"0.2504771"
"55840.0";"0.2797448"
"55850.0";"0.2591236"
"55860.0";"0.2395538"
"55870.0";"0.2827367"
"55880.0";"0.3240311"
"55890.0";"0.2923461"
"55900.0";"0.2360106"
"55910.0";"0.2617211"
"55920.0";"0.2903185"
"55930.0";"0.2893203"
"55940.0";"0.2988883"
"55950.0";"0.2785923"
"55960.0";"0.2346503"
"55970.0";"0.2996832"
"55980.0";"0.3017074"
"55990.0";"0.2655955"
"56000.0";"0.259448"
"56010.0";"0.2280027"
"56020.0";"0.2515035"
"56030.0";"0.30531"
"56040.0";"0.2489823"
"56050.0";"0.2511357"
"56060.0";"0.2619623"
"56070.0";"0.303322"
"56080.0";"0.2263842"
"56090.0";"0.2820407"
"56100.0";"0.2538522"
"56110.0";"0.2810449"
"56120.0";"0.2476508"
"56130.0";"0.290534"
"56140.0";"0.2419466"
"56150.0";"0.2825089"
"56160.0";"0.2359959"
"56170.0";"0.2424999"
"56180.0";"0.2949182"
"56190.0";"0.238631"
"56200.0";"0.2565735"
"56210.0";"0.3144535"
"56220.0";"0.2616583"
"56230.0";"0.2498098"
"56240.0";"0.2931776"
"56250.0";"0.2828638"
"56260.0";"0.2628875"
"56270.0";"0.2595573"
"56280.0";"0.2421444"
"56290.0";"0.2932747"
"56300.0";"0.2440372"
"56310.0";"0.2834588"
"56320.0";"0.2665558"
"56330.0";"0.246909"
"56340.0";"0.213872"
"56350.0";"0.2464146"
"56360.0";"0.2482762"
"56370.0";"0.2879946"
"56380.0";"0.2490161"
"56390.0";"0.2518751"
"56400.0";"0.273943"
"56410.0";"0.2397207"
"56420.0";"0.2616754"
"56430.0";"0.2410808"
"56440.0";"0.256503"
"56450.0";"0.298035"
"56460.0";"0.3278655"
"56470.0";"0.2160231"
"56480.0";"0.2449265"
"56490.0";"0.2391946"
"56500.0";"0.3364131"
"56510.0";"0.3006164"
"56520.0";"0.2568691"
"56530.0";"0.2976137"
"56540.0";"0.2010499"
"56550.0";"0.2720736"
"56560.0";"0.2893908"
"56570.0";"0.2871881"
"56580.0";"0.2846842"
"56590.0";"0.2665746"
"56600.0";"0.184819"
"56610.0";"0.1810525"
"56620.0";"0.1782281"
"56630.0";"0.1900363"
"56640.0";"0.1897107"
"56650.0";"0.2153371"
"56660.0";"0.180527"
"56670.0";"0.1814419"
"56680.0";"0.1873391"
"56690.0";"0.1863972"
"56700.0";"0.1921749"
"56710.0";"0.239769"
"56720.0";"0.259162"
"56730.0";"0.2583275"
"56740.0";"0.2234837"
"56750.0";"0.1782246"
"56760.0";"0.1764462"
"56770.0";"0.199903"
"56780.0";"0.1994942"
"56790.0";"0.1924263"
"56800.0";"0.2302544"
"56810.0";"0.19186"
"56820.0";"0.1793656"
"56830.0";"0.2049833"
"56840.0";"0.172476"
"56850.0";"0.1923983"
"56860.0";"0.1980938"
"56870.0";"0.1774968"
"56880.0";"0.1838772"
"56890.0";"0.1942734"
"56900.0";"0.2795728"
"56910.0";"0.2965632"
"56920.0";"0.2280397"
"56930.0";"0.260651"
"56940.0";"0.265496"
"56950.0";"0.2211987"
"56960.0";"0.2859738"
"56970.0";"0.2592761"
"56980.0";"0.2961652"
"56990.0";"0.2710921"
"57000.0";"0.2744558"
"57010.0";"0.2692231"
"57020.0";"0.2881146"
"57030.0";"0.284334"
"57040.0";"0.2701594"
"57050.0";"0.2738503"
"57060.0";"0.271661"
"57070.0";"0.2791858"
"57080.0";"0.2979482"
"57090.0";"0.2483383"
"57100.0";"0.2598557"
"57110.0";"0.2714298"
"57120.0";"0.2359914"
"57130.0";"0.2993474"
"57140.0";"0.2732798"
"57150.0";"0.2562736"
"57160.0";"0.2810838"
"57170.0";"0.3001917"
"57180.0";"0.2667378"
"57190.0";"0.2642313"
"57200.0";"0.2724775"
"57210.0";"0.2771517"
"57220.0";"0.2836931"
"57230.0";"0.2952374"
"57240.0";"0.2321829"
"57250.0";"0.2299237"
"57260.0";"0.263262"
"57270.0";"0.2320407"
"57280.0";"0.258064"
"57290.0";"0.2566106"
"57300.0";"0.2548058"
"57310.0";"0.2591236"
"57320.0";"0.2435179"
"57330.0";"0.2684081"
"57340.0";"0.2366852"
"57350.0";"0.3380446"
"57360.0";"0.2517081"
"57370.0";"0.2939658"
"57380.0";"0.2875932"
"57390.0";"0.2226497"
"57400.0";"0.3142434"
"57410.0";"0.262118"
"57420.0";"0.2475255"
"57430.0";"0.2421468"
"57440.0";"0.2715475"
"57450.0";"0.2751657"
"57460.0";"0.2957787"
"57470.0";"0.2486178"
"57480.0";"0.2691582"
"57490.0";"0.2587297"
"57500.0";"0.3075888"
"57510.0";"0.2599329"
"57520.0";"0.2830566"
"57530.0";"0.2650943"
"57540.0";"0.2670953"
"57550.0";"0.2686915"
"57560.0";"0.2517953"
"57570.0";"0.2222862"
"57580.0";"0.2934793"
"57590.0";"0.2972813"
"57600.0";"0.2574802"
"57610.0";"0.2496417"
"57620.0";"0.2548746"
"57630.0";"0.2875623"
"57640.0";"0.2904379"
"57650.0";"0.2810715"
"57660.0";"0.2607855"
"57670.0";"0.3271864"
"57680.0";"0.3289056"
"57690.0";"0.2942264"
"57700.0";"0.2953408"
"57710.0";"0.3550069"
"57720.0";"0.2955436"
"57730.0";"0.2618776"
"57740.0";"0.2888478"
"57750.0";"0.2552217"
"57760.0";"0.3246"
"57770.0";"0.3055565"
"57780.0";"0.3037272"
"57790.0";"0.2828535"
"57800.0";"0.2765067"
"57810.0";"0.2869337"
"57820.0";"0.2429257"
"57830.0";"0.2359623"
"57840.0";"0.2540749"
"57850.0";"0.249281"
"57860.0";"0.2404352"
"57870.0";"0.3289288"
"57880.0";"0.3089417"
"57890.0";"0.2651961"
"57900.0";"0.2674432"
"57910.0";"0.2177796"
"57920.0";"0.2509444"
"57930.0";"0.2587467"
"57940.0";"0.2621029"
"57950.0";"0.270448"
"57960.0";"0.2570796"
"57970.0";"0.2699001"
"57980.0";"0.2751725"
"57990.0";"0.2688495"
"58000.0";"0.2561326"
"58010.0";"0.2581591"
"58020.0";"0.2641174"
"58030.0";"0.2597713"
"58040.0";"0.2941664"
"58050.0";"0.270738"
"58060.0";"0.2499803"
"58070.0";"0.2776636"
"58080.0";"0.273258"
"58090.0";"0.3228125"
"58100.0";"0.2997681"
"58110.0";"0.2493628"
"58120.0";"0.2830565"
"58130.0";"0.2558632"
"58140.0";"0.2187097"
"58150.0";"0.2661019"
"58160.0";"0.2517816"
"58170.0";"0.2699057"
"58180.0";"0.2824922"
"58190.0";"0.2668501"
"58200.0";"0.2845805"
"58210.0";"0.2596819"
"58220.0";"0.2836393"
"58230.0";"0.2090484"
"58240.0";"0.2668575"
"58250.0";"0.2426109"
"58260.0";"0.3511322"
"58270.0";"0.2898311"
"58280.0";"0.2945163"
"58290.0";"0.2756721"
"58300.0";"0.2544388"
"58310.0";"0.2298285"
"58320.0";"0.2834888"
"58330.0";"0.247004"
"58340.0";"0.2747563"
"58350.0";"0.2706674"
"58360.0";"0.2654979"
"58370.0";"0.2420785"
"58380.0";"0.3001037"
"58390.0";"0.2676266"
"58400.0";"0.2576606"
"58410.0";"0.2713479"
"58420.0";"0.2745121"
"58430.0";"0.3024382"
"58440.0";"0.2477354"
"58450.0";"0.2802802"
"58460.0";"0.2686282"
"58470.0";"0.2964761"
"58480.0";"0.3230263"
"58490.0";"0.2393032"
"58500.0";"0.2602423"
"58510.0";"0.2787491"
"58520.0";"0.2520201"
"58530.0";"0.292542"
"58540.0";"0.352841"
"58550.0";"0.2674357"
"58560.0";"0.2577596"
"58570.0";"0.2502041"
"58580.0";"0.2680601"
"58590.0";"0.282301"
"58600.0";"0.2715823"
"58610.0";"0.3006891"
"58620.0";"0.2760525"
"58630.0";"0.3060295"
"58640.0";"0.3390646"
"58650.0";"0.2915546"
"58660.0";"0.2721508"
"58670.0";"0.3273989"
"58680.0";"0.2485844"
"58690.0";"0.2631904"
"58700.0";"0.2946357"
"58710.0";"0.3015577"
"58720.0";"0.3073254"
"58730.0";"0.2759819"
"58740.0";"0.3047315"
"58750.0";"0.3201656"
"58760.0";"0.2807098"
"58770.0";"0.3469769"
"58780.0";"0.2536497"
"58790.0";"0.2666554"
"58800.0";"0.2497319"
"58810.0";"0.2844976"
"58820.0";"0.3031074"
"58830.0";"0.255118"
"58840.0";"0.2208912"
"58850.0";"0.2498079"
"58860.0";"0.229081"
"58870.0";"0.2949136"
"58880.0";"0.234395"
"58890.0";"0.2810304"
"58900.0";"0.2901224"
"58910.0";"0.2598634"
"58920.0";"0.2761344"
"58930.0";"0.2659136"
"58940.0";"0.2718993"
"58950.0";"0.2734919"
"58960.0";"0.2830019"
"58970.0";"0.2772885"
"58980.0";"0.2704161"
"58990.0";"0.218378"
"59000.0";"0.2626424"
"59010.0";"0.2371265"
"59020.0";"0.2618857"
"59030.0";"0.2666274"
"59040.0";"0.2724355"
"59050.0";"0.2752271"
"59060.0";"0.2668802"
"59070.0";"0.3039077"
"59080.0";"0.246457"
"59090.0";"0.2798749"
"59100.0";"0.2328307"
"59110.0";"0.2554074"
"59120.0";"0.2861557"
"59130.0";"0.2691169"
"59140.0";"0.2264928"
"59150.0";"0.2373878"
"59160.0";"0.2408196"
"59170.0";"0.2455054"
"59180.0";"0.2642079"
"59190.0";"0.2641"
"59200.0";"0.269171"
"59210.0";"0.2521627"
"59220.0";"0.2530395"
"59230.0";"0.2723471"
"59240.0";"0.2470749"
"59250.0";"0.2529428"
"59260.0";"0.2675461"
"59270.0";"0.2707659"
"59280.0";"0.2419218"
"59290.0";"0.2667695"
"59300.0";"0.2857728"
"59310.0";"0.288945"
"59320.0";"0.2549158"
"59330.0";"0.2665125"
"59340.0";"0.2522736"
"59350.0";"0.2807668"
"59360.0";"0.2321551"
"59370.0";"0.2501419"
"59380.0";"0.2222564"
"59390.0";"0.272413"
"59400.0";"0.2650698"
"59410.0";"0.2450406"
"59420.0";"0.2404061"
"59430.0";"0.2353655"
"59440.0";"0.2487952"
"59450.0";"0.2493308"
"59460.0";"0.2460773"
"59470.0";"0.2518135"
"59480.0";"0.2288777"
"59490.0";"0.2522718"
"59500.0";"0.2534938"
"59510.0";"0.3099161"
"59520.0";"0.2943925"
"59530.0";"0.2364107"
"59540.0";"0.2724591"
"59550.0";"0.258138"
"59560.0";"0.2225781"
"59570.0";"0.2484568"
"59580.0";"0.2612375"
"59590.0";"0.2328565"
"59600.0";"0.2289127"
"59610.0";"0.2690071"
"59620.0";"0.24799"
"59630.0";"0.2307809"
"59640.0";"0.2783056"
"59650.0";"0.2597634"
"59660.0";"0.2645111"
"59670.0";"0.2780309"
"59680.0";"0.3010961"
"59690.0";"0.3001298"
"59700.0";"0.2528837"
"59710.0";"0.341814"
"59720.0";"0.2893042"
"59730.0";"0.2629431"
"59740.0";"0.2578005"
"59750.0";"0.2788351"
"59760.0";"0.2449102"
"59770.0";"0.239923"
"59780.0";"0.2336791"
"59790.0";"0.2542208"
"59800.0";"0.1868288"
"59810.0";"0.2373078"
"59820.0";"0.2438135"
"59830.0";"0.2313999"
"59840.0";"0.2245909"
"59850.0";"0.2475964"
"59860.0";"0.2017151"
"59870.0";"0.2595649"
"59880.0";"0.2347551"
"59890.0";"0.2300215"
"59900.0";"0.250809"
"59910.0";"0.235051"
"59920.0";"0.2434791"
"59930.0";"0.2410395"
"59940.0";"0.2433555"
"59950.0";"0.2544346"
"59960.0";"0.2510395"
"59970.0";"0.2407032"
"59980.0";"0.2416299"
"59990.0";"0.2706214"
"60000.0";"0.2444855"
"60010.0";"0.2505433"
"60020.0";"0.2594721"
"60030.0";"0.2211313"
"60040.0";"0.268086"
"60050.0";"0.2452834"
"60060.0";"0.2504997"
"60070.0";"0.229726"
"60080.0";"0.2638958"
"60090.0";"0.2324668"
"60100.0";"0.2069907"
"60110.0";"0.2537831"
"60120.0";"0.2729304"
"60130.0";"0.250096"
"60140.0";"0.24718"
"60150.0";"0.2418532"
"60160.0";"0.2344184"
"60170.0";"0.2574141"
"60180.0";"0.2456441"
"60190.0";"0.2814357"
"60200.0";"0.2558084"
"60210.0";"0.2439711"
"60220.0";"0.2381679"
"60230.0";"0.2343457"
"60240.0";"0.2391862"
"60250.0";"0.2242251"
"60260.0";"0.2747088"
"60270.0";"0.2640832"
"60280.0";"0.2425406"
"60290.0";"0.2531341"
"60300.0";"0.2082044"
"60310.0";"0.2029337"
"60320.0";"0.2568054"
"60330.0";"0.246528"
"60340.0";"0.2343589"
"60350.0";"0.2320455"
"60360.0";"0.2394387"
"60370.0";"0.1991533"
"60380.0";"0.1700647"
"60390.0";"0.2590927"
"60400.0";"0.2218584"
"60410.0";"0.2129906"
"60420.0";"0.2356908"
"60430.0";"0.2279035"
"60440.0";"0.2433868"
"60450.0";"0.2324758"
"60460.0";"0.2595729"
"60470.0";"0.2268703"
"60480.0";"0.2279473"
"60490.0";"0.2350173"
"60500.0";"0.2548156"
"60510.0";"0.2520575"
"60520.0";"0.2781029"
"60530.0";"0.2362391"
"60540.0";"0.2661843"
"60550.0";"0.2573304"
"60560.0";"0.2831784"
"60570.0";"0.2435286"
"60580.0";"0.2541239"
"60590.0";"0.2364422"
"60600.0";"0.2736456"
"60610.0";"0.28524"
"60620.0";"0.2248044"
"60630.0";"0.2921783"
"60640.0";"0.2649418"
"60650.0";"0.2700481"
"60660.0";"0.2765572"
"60670.0";"0.2880192"
"60680.0";"0.280034"
"60690.0";"0.2598346"
"60700.0";"0.2517639"
"60710.0";"0.2450413"
"60720.0";"0.2644299"
"60730.0";"0.2637481"
"60740.0";"0.2460505"
"60750.0";"0.2451119"
"60760.0";"0.2630474"
"60770.0";"0.253399"
"60780.0";"0.2306103"
"60790.0";"0.2290018"
"60800.0";"0.2396749"
"60810.0";"0.2182317"
"60820.0";"0.2516523"
"60830.0";"0.2574763"
"60840.0";"0.2482618"
"60850.0";"0.316457"
"60860.0";"0.2795515"
"60870.0";"0.2657555"
"60880.0";"0.2481895"
"60890.0";"0.2607873"
"60900.0";"0.2232439"
"60910.0";"0.2321639"
"60920.0";"0.2461344"
"60930.0";"0.2578467"
"60940.0";"0.2291659"
"60950.0";"0.2669532"
"60960.0";"0.2255967"
"60970.0";"0.245173"
"60980.0";"0.235712"
"60990.0";"0.2439403"
"61000.0";"0.2824343"
"61010.0";"0.2623927"
"61020.0";"0.2647585"
"61030.0";"0.2668725"
"61040.0";"0.2392487"
