# This .csv file was created 12.10.2024 14:29
# extracted out of file interactions_energy.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_1
# Original file was created by command :
"GROMACS Energies"
"Time (ps)";"Coul-SR:interactions_mol8_AS-MOL";"LJ-SR:interactions_mol8_AS-MOL";"Coul-14:interactions_mol8_AS-MOL";"LJ-14:interactions_mol8_AS-MOL"
"22900.0";"-142.081772";"-112.643852";"0.0";"0.0"
"22910.0";"-148.217224";"-104.623596";"0.0";"0.0"
"22920.0";"-140.32373";"-102.317894";"0.0";"0.0"
"22930.0";"-118.465805";"-94.466309";"0.0";"0.0"
"22940.0";"-107.01606";"-117.916649";"0.0";"0.0"
"22950.0";"-100.415802";"-99.315796";"0.0";"0.0"
"22960.0";"-99.935783";"-106.659531";"0.0";"0.0"
"22970.0";"-124.60067";"-106.777069";"0.0";"0.0"
"22980.0";"-166.749008";"-105.891251";"0.0";"0.0"
"22990.0";"-207.697952";"-97.336311";"0.0";"0.0"
"23000.0";"-214.698975";"-121.608757";"0.0";"0.0"
"23010.0";"-139.862305";"-97.446838";"0.0";"0.0"
"23020.0";"-121.541687";"-94.038002";"0.0";"0.0"
"23030.0";"-159.271072";"-89.882965";"0.0";"0.0"
"23040.0";"-166.684875";"-103.786415";"0.0";"0.0"
"23050.0";"-98.00914";"-103.944801";"0.0";"0.0"
"23060.0";"-119.793221";"-97.426109";"0.0";"0.0"
"23070.0";"-153.548248";"-86.885071";"0.0";"0.0"
"23080.0";"-100.377312";"-107.370445";"0.0";"0.0"
"23090.0";"-160.437424";"-99.048698";"0.0";"0.0"
"23100.0";"-93.110672";"-83.886803";"0.0";"0.0"
"23110.0";"-72.211227";"-76.346397";"0.0";"0.0"
"23120.0";"-105.151825";"-78.212463";"0.0";"0.0"
"23130.0";"-113.887482";"-82.419426";"0.0";"0.0"
"23140.0";"-99.619194";"-93.454567";"0.0";"0.0"
"23150.0";"-92.901443";"-103.719002";"0.0";"0.0"
"23160.0";"-141.782913";"-93.401161";"0.0";"0.0"
"23170.0";"-95.073555";"-96.961044";"0.0";"0.0"
"23180.0";"-107.298599";"-101.120766";"0.0";"0.0"
"23190.0";"-103.396179";"-92.840424";"0.0";"0.0"
"23200.0";"-108.116997";"-96.392632";"0.0";"0.0"
"23210.0";"-207.326675";"-91.330688";"0.0";"0.0"
"23220.0";"-205.473587";"-92.76722";"0.0";"0.0"
"23230.0";"-206.403091";"-103.74292";"0.0";"0.0"
"23240.0";"-165.323105";"-92.257042";"0.0";"0.0"
"23250.0";"-226.021912";"-87.429306";"0.0";"0.0"
"23260.0";"-222.634979";"-80.654083";"0.0";"0.0"
"23270.0";"-300.268311";"-82.038834";"0.0";"0.0"
"23280.0";"-257.005035";"-98.092216";"0.0";"0.0"
"23290.0";"-183.340652";"-94.704498";"0.0";"0.0"
"23300.0";"-232.40033";"-85.315666";"0.0";"0.0"
"23310.0";"-271.841156";"-91.223663";"0.0";"0.0"
"23320.0";"-212.121002";"-90.634872";"0.0";"0.0"
"23330.0";"-228.97493";"-103.943054";"0.0";"0.0"
"23340.0";"-253.500031";"-92.801819";"0.0";"0.0"
"23350.0";"-212.933594";"-95.121552";"0.0";"0.0"
"23360.0";"-240.363159";"-94.77166";"0.0";"0.0"
"23370.0";"-223.91185";"-105.583908";"0.0";"0.0"
"23380.0";"-249.363068";"-122.288971";"0.0";"0.0"
"23390.0";"-266.111115";"-101.296143";"0.0";"0.0"
"23400.0";"-208.679733";"-110.379593";"0.0";"0.0"
"23410.0";"-205.728104";"-85.621635";"0.0";"0.0"
"23420.0";"-162.434448";"-75.764946";"0.0";"0.0"
"23430.0";"-107.16246";"-115.632347";"0.0";"0.0"
"23440.0";"-155.417023";"-97.938385";"0.0";"0.0"
"23450.0";"-255.864059";"-113.107513";"0.0";"0.0"
"23460.0";"-254.353622";"-91.369774";"0.0";"0.0"
"23470.0";"-286.976135";"-100.348389";"0.0";"0.0"
"23480.0";"-207.790131";"-101.7938";"0.0";"0.0"
"23490.0";"-259.85965";"-101.045105";"0.0";"0.0"
"23500.0";"-245.406418";"-100.570114";"0.0";"0.0"
"23510.0";"-191.597855";"-98.318985";"0.0";"0.0"
"23520.0";"-180.199463";"-100.165497";"0.0";"0.0"
"23530.0";"-222.396118";"-106.513405";"0.0";"0.0"
"23540.0";"-136.507874";"-101.947906";"0.0";"0.0"
"23550.0";"-143.963821";"-103.653511";"0.0";"0.0"
"23560.0";"-143.31279";"-107.647118";"0.0";"0.0"
"23570.0";"-161.996338";"-101.732124";"0.0";"0.0"
"23580.0";"-142.113174";"-108.831497";"0.0";"0.0"
"23590.0";"-167.190918";"-104.182755";"0.0";"0.0"
"23600.0";"-269.238068";"-109.321152";"0.0";"0.0"
"23610.0";"-283.94696";"-102.833755";"0.0";"0.0"
"23620.0";"-210.804108";"-131.691101";"0.0";"0.0"
"23630.0";"-267.233185";"-113.963364";"0.0";"0.0"
"23640.0";"-263.924286";"-111.356339";"0.0";"0.0"
"23650.0";"-273.197449";"-111.410995";"0.0";"0.0"
"23660.0";"-267.371796";"-105.20739";"0.0";"0.0"
"23670.0";"-212.757812";"-116.248627";"0.0";"0.0"
"23680.0";"-235.550827";"-127.890961";"0.0";"0.0"
"23690.0";"-262.55954";"-110.955933";"0.0";"0.0"
"23700.0";"-278.604004";"-104.971832";"0.0";"0.0"
"23710.0";"-222.451508";"-111.571625";"0.0";"0.0"
"23720.0";"-261.427246";"-111.187332";"0.0";"0.0"
"23730.0";"-224.386673";"-114.190857";"0.0";"0.0"
"23740.0";"-321.888672";"-90.419571";"0.0";"0.0"
"23750.0";"-241.27182";"-114.124123";"0.0";"0.0"
"23760.0";"-97.289337";"-102.763206";"0.0";"0.0"
"23770.0";"-189.029922";"-121.919647";"0.0";"0.0"
"23780.0";"-130.450607";"-105.111214";"0.0";"0.0"
"23790.0";"-153.890305";"-122.19828";"0.0";"0.0"
"23800.0";"-149.566895";"-99.267052";"0.0";"0.0"
"23810.0";"-179.312653";"-105.25029";"0.0";"0.0"
"23820.0";"-131.027664";"-94.550583";"0.0";"0.0"
"23830.0";"-131.75087";"-103.035492";"0.0";"0.0"
"23840.0";"-116.870544";"-101.886101";"0.0";"0.0"
"23850.0";"-121.537445";"-97.42363";"0.0";"0.0"
"23860.0";"-120.122551";"-94.928894";"0.0";"0.0"
"23870.0";"-112.555984";"-94.397217";"0.0";"0.0"
"23880.0";"-128.51532";"-98.511383";"0.0";"0.0"
"23890.0";"-179.727859";"-95.264526";"0.0";"0.0"
"23900.0";"-134.523453";"-80.363747";"0.0";"0.0"
"23910.0";"-116.305267";"-118.032173";"0.0";"0.0"
"23920.0";"-116.772682";"-112.214447";"0.0";"0.0"
"23930.0";"-86.425095";"-113.90097";"0.0";"0.0"
"23940.0";"-125.164078";"-102.18425";"0.0";"0.0"
"23950.0";"-118.905426";"-109.845154";"0.0";"0.0"
"23960.0";"-112.635582";"-106.391899";"0.0";"0.0"
"23970.0";"-144.257217";"-102.752563";"0.0";"0.0"
"23980.0";"-132.087524";"-99.62188";"0.0";"0.0"
"23990.0";"-166.295273";"-94.970108";"0.0";"0.0"
"24000.0";"-138.532776";"-109.996643";"0.0";"0.0"
"24010.0";"-129.301346";"-105.621307";"0.0";"0.0"
"24020.0";"-114.418221";"-98.286652";"0.0";"0.0"
"24030.0";"-121.502945";"-97.773041";"0.0";"0.0"
"24040.0";"-119.074669";"-95.837875";"0.0";"0.0"
"24050.0";"-113.892761";"-99.786995";"0.0";"0.0"
"24060.0";"-168.412643";"-100.440529";"0.0";"0.0"
"24070.0";"-110.303627";"-94.988327";"0.0";"0.0"
"24080.0";"-134.258087";"-89.241165";"0.0";"0.0"
"24090.0";"-141.955612";"-101.527092";"0.0";"0.0"
"24100.0";"-134.83963";"-98.77758";"0.0";"0.0"
"24110.0";"-118.595001";"-110.551018";"0.0";"0.0"
"24120.0";"-147.127609";"-80.778961";"0.0";"0.0"
"24130.0";"-122.871468";"-80.716057";"0.0";"0.0"
"24140.0";"-117.157455";"-89.683609";"0.0";"0.0"
"24150.0";"-128.922348";"-91.619926";"0.0";"0.0"
"24160.0";"-148.986954";"-97.473244";"0.0";"0.0"
"24170.0";"-134.975174";"-99.300224";"0.0";"0.0"
"24180.0";"-145.077026";"-102.329063";"0.0";"0.0"
"24190.0";"-189.663452";"-78.751945";"0.0";"0.0"
"24200.0";"-146.036621";"-106.961761";"0.0";"0.0"
"24210.0";"-179.608276";"-72.478165";"0.0";"0.0"
"24220.0";"-162.48941";"-73.380966";"0.0";"0.0"
"24230.0";"-135.459488";"-91.311188";"0.0";"0.0"
"24240.0";"-118.432663";"-76.472115";"0.0";"0.0"
"24250.0";"-125.068588";"-64.900154";"0.0";"0.0"
"24260.0";"-135.789459";"-88.436722";"0.0";"0.0"
"24270.0";"-166.743011";"-72.695633";"0.0";"0.0"
"24280.0";"-130.966156";"-76.852478";"0.0";"0.0"
"24290.0";"-110.481941";"-84.889305";"0.0";"0.0"
"24300.0";"-165.173935";"-82.195343";"0.0";"0.0"
"24310.0";"-151.807205";"-84.645164";"0.0";"0.0"
"24320.0";"-113.007027";"-77.673653";"0.0";"0.0"
"24330.0";"-123.684769";"-90.962433";"0.0";"0.0"
"24340.0";"-170.827896";"-91.802216";"0.0";"0.0"
"24350.0";"-131.796036";"-68.78064";"0.0";"0.0"
"24360.0";"-194.192017";"-81.650948";"0.0";"0.0"
"24370.0";"-142.934677";"-91.182541";"0.0";"0.0"
"24380.0";"-110.780624";"-89.73278";"0.0";"0.0"
"24390.0";"-112.969391";"-64.205833";"0.0";"0.0"
"24400.0";"-139.486694";"-82.332268";"0.0";"0.0"
"24410.0";"-172.389282";"-98.572342";"0.0";"0.0"
"24420.0";"-116.813347";"-92.105347";"0.0";"0.0"
"24430.0";"-189.775665";"-89.420166";"0.0";"0.0"
"24440.0";"-186.718307";"-99.310013";"0.0";"0.0"
"24450.0";"-199.503189";"-77.46463";"0.0";"0.0"
"24460.0";"-227.602936";"-74.353928";"0.0";"0.0"
"24470.0";"-131.693024";"-91.485146";"0.0";"0.0"
"24480.0";"-141.049088";"-87.78862";"0.0";"0.0"
"24490.0";"-169.466339";"-71.834671";"0.0";"0.0"
"24500.0";"-138.609421";"-77.897957";"0.0";"0.0"
"24510.0";"-91.96228";"-103.763374";"0.0";"0.0"
"24520.0";"-105.004395";"-78.733681";"0.0";"0.0"
"24530.0";"-73.949524";"-92.628792";"0.0";"0.0"
"24540.0";"-139.746704";"-85.056343";"0.0";"0.0"
"24550.0";"-170.648407";"-76.539932";"0.0";"0.0"
"24560.0";"-188.245117";"-73.929665";"0.0";"0.0"
"24570.0";"-145.340836";"-88.329147";"0.0";"0.0"
"24580.0";"-94.354462";"-87.291794";"0.0";"0.0"
"24590.0";"-160.094696";"-87.747124";"0.0";"0.0"
"24600.0";"-229.348145";"-75.569122";"0.0";"0.0"
"24610.0";"-180.653259";"-80.785133";"0.0";"0.0"
"24620.0";"-178.571671";"-77.183632";"0.0";"0.0"
"24630.0";"-263.474945";"-64.89666";"0.0";"0.0"
"24640.0";"-232.580383";"-78.841675";"0.0";"0.0"
"24650.0";"-234.15274";"-80.708122";"0.0";"0.0"
"24660.0";"-217.66571";"-103.158905";"0.0";"0.0"
"24670.0";"-239.325027";"-69.635429";"0.0";"0.0"
"24680.0";"-203.264099";"-93.939423";"0.0";"0.0"
"24690.0";"-221.886139";"-97.19458";"0.0";"0.0"
"24700.0";"-239.625137";"-100.645706";"0.0";"0.0"
"24710.0";"-161.166138";"-87.69371";"0.0";"0.0"
"24720.0";"-190.67836";"-72.232407";"0.0";"0.0"
"24730.0";"-185.388657";"-77.121284";"0.0";"0.0"
"24740.0";"-135.048965";"-92.451279";"0.0";"0.0"
"24750.0";"-216.789825";"-58.894096";"0.0";"0.0"
"24760.0";"-169.872787";"-82.64946";"0.0";"0.0"
"24770.0";"-177.539062";"-83.706734";"0.0";"0.0"
"24780.0";"-211.126801";"-83.649185";"0.0";"0.0"
"24790.0";"-180.071335";"-100.16925";"0.0";"0.0"
"24800.0";"-218.531815";"-98.240616";"0.0";"0.0"
"24810.0";"-157.993942";"-87.519257";"0.0";"0.0"
"24820.0";"-162.616364";"-92.228287";"0.0";"0.0"
"24830.0";"-198.731674";"-77.770615";"0.0";"0.0"
"24840.0";"-115.591232";"-112.952034";"0.0";"0.0"
"24850.0";"-172.695038";"-100.817978";"0.0";"0.0"
"24860.0";"-158.604202";"-105.604141";"0.0";"0.0"
"24870.0";"-197.425568";"-107.166779";"0.0";"0.0"
"24880.0";"-207.779984";"-97.316254";"0.0";"0.0"
"24890.0";"-221.249588";"-105.166405";"0.0";"0.0"
"24900.0";"-178.275665";"-103.056938";"0.0";"0.0"
"24910.0";"-299.073181";"-78.381935";"0.0";"0.0"
"24920.0";"-286.841888";"-83.214256";"0.0";"0.0"
"24930.0";"-306.265076";"-78.721603";"0.0";"0.0"
"24940.0";"-285.201263";"-115.690109";"0.0";"0.0"
"24950.0";"-294.982147";"-125.697861";"0.0";"0.0"
"24960.0";"-354.949921";"-98.610161";"0.0";"0.0"
"24970.0";"-391.539673";"-85.143745";"0.0";"0.0"
"24980.0";"-347.037659";"-103.666656";"0.0";"0.0"
"24990.0";"-273.511169";"-102.755898";"0.0";"0.0"
"25000.0";"-205.200211";"-88.649467";"0.0";"0.0"
"25010.0";"-179.158813";"-74.499229";"0.0";"0.0"
"25020.0";"-221.013626";"-72.434967";"0.0";"0.0"
"25030.0";"-191.124542";"-108.559837";"0.0";"0.0"
"25040.0";"-132.439209";"-96.84597";"0.0";"0.0"
"25050.0";"-169.894547";"-97.385574";"0.0";"0.0"
"25060.0";"-136.69577";"-116.806564";"0.0";"0.0"
"25070.0";"-171.754639";"-104.174957";"0.0";"0.0"
"25080.0";"-181.4823";"-98.036728";"0.0";"0.0"
"25090.0";"-195.255173";"-91.911293";"0.0";"0.0"
"25100.0";"-203.314102";"-87.643341";"0.0";"0.0"
"25110.0";"-230.899811";"-73.905006";"0.0";"0.0"
"25120.0";"-265.281158";"-101.704536";"0.0";"0.0"
"25130.0";"-141.439896";"-114.200661";"0.0";"0.0"
"25140.0";"-125.248085";"-98.599571";"0.0";"0.0"
"25150.0";"-228.238739";"-113.450951";"0.0";"0.0"
"25160.0";"-220.446976";"-89.889458";"0.0";"0.0"
"25170.0";"-175.592697";"-97.231728";"0.0";"0.0"
"25180.0";"-209.368149";"-102.208527";"0.0";"0.0"
"25190.0";"-72.179131";"-111.134972";"0.0";"0.0"
"25200.0";"-163.004074";"-100.333359";"0.0";"0.0"
"25210.0";"-158.336151";"-100.123634";"0.0";"0.0"
"25220.0";"-131.223282";"-86.933868";"0.0";"0.0"
"25230.0";"-120.361237";"-78.522217";"0.0";"0.0"
"25240.0";"-172.803162";"-93.825806";"0.0";"0.0"
"25250.0";"-174.878098";"-84.004448";"0.0";"0.0"
"25260.0";"-173.882355";"-95.239479";"0.0";"0.0"
"25270.0";"-262.992126";"-90.563293";"0.0";"0.0"
"25280.0";"-158.891159";"-81.146118";"0.0";"0.0"
"25290.0";"-335.005432";"-89.622688";"0.0";"0.0"
"25300.0";"-257.694489";"-124.99366";"0.0";"0.0"
"25310.0";"-349.507629";"-86.841621";"0.0";"0.0"
"25320.0";"-292.697693";"-119.914848";"0.0";"0.0"
"25330.0";"-346.857849";"-99.113228";"0.0";"0.0"
"25340.0";"-380.512634";"-90.658951";"0.0";"0.0"
"25350.0";"-300.509705";"-90.345657";"0.0";"0.0"
"25360.0";"-272.652008";"-115.504669";"0.0";"0.0"
"25370.0";"-293.941071";"-98.136017";"0.0";"0.0"
"25380.0";"-399.715576";"-81.165245";"0.0";"0.0"
"25390.0";"-134.273575";"-97.633011";"0.0";"0.0"
"25400.0";"-237.700958";"-73.398178";"0.0";"0.0"
"25410.0";"-242.120377";"-77.112282";"0.0";"0.0"
"25420.0";"-200.055359";"-106.194366";"0.0";"0.0"
"25430.0";"-243.494171";"-98.982384";"0.0";"0.0"
"25440.0";"-205.621765";"-105.790962";"0.0";"0.0"
"25450.0";"-204.855652";"-83.734711";"0.0";"0.0"
"25460.0";"-176.050781";"-102.102661";"0.0";"0.0"
"25470.0";"-219.285721";"-82.783531";"0.0";"0.0"
"25480.0";"-269.509613";"-81.744392";"0.0";"0.0"
"25490.0";"-259.102264";"-104.345215";"0.0";"0.0"
"25500.0";"-304.640381";"-120.171837";"0.0";"0.0"
"25510.0";"-216.510117";"-123.732613";"0.0";"0.0"
"25520.0";"-222.729385";"-128.518463";"0.0";"0.0"
"25530.0";"-215.848068";"-113.399017";"0.0";"0.0"
"25540.0";"-246.898041";"-110.437157";"0.0";"0.0"
"25550.0";"-251.631973";"-88.904068";"0.0";"0.0"
"25560.0";"-346.277679";"-125.811417";"0.0";"0.0"
"25570.0";"-272.052704";"-105.29557";"0.0";"0.0"
"25580.0";"-291.587128";"-123.723175";"0.0";"0.0"
"25590.0";"-371.33548";"-76.483543";"0.0";"0.0"
"25600.0";"-332.651733";"-105.812523";"0.0";"0.0"
"25610.0";"-289.426575";"-131.173386";"0.0";"0.0"
"25620.0";"-333.655701";"-121.066833";"0.0";"0.0"
"25630.0";"-323.657288";"-121.879333";"0.0";"0.0"
"25640.0";"-412.613434";"-102.554291";"0.0";"0.0"
"25650.0";"-380.22757";"-115.715347";"0.0";"0.0"
"25660.0";"-348.831055";"-76.93557";"0.0";"0.0"
"25670.0";"-308.111969";"-106.768127";"0.0";"0.0"
"25680.0";"-293.726654";"-98.308273";"0.0";"0.0"
"25690.0";"-314.507812";"-125.717712";"0.0";"0.0"
"25700.0";"-196.97702";"-110.473854";"0.0";"0.0"
"25710.0";"-322.807922";"-107.863152";"0.0";"0.0"
"25720.0";"-364.323059";"-107.236259";"0.0";"0.0"
"25730.0";"-346.36264";"-105.822464";"0.0";"0.0"
"25740.0";"-320.341431";"-101.473984";"0.0";"0.0"
"25750.0";"-332.669617";"-118.493065";"0.0";"0.0"
"25760.0";"-345.818481";"-97.808884";"0.0";"0.0"
"25770.0";"-364.465515";"-94.502991";"0.0";"0.0"
"25780.0";"-384.840271";"-105.554535";"0.0";"0.0"
"25790.0";"-413.287354";"-95.903458";"0.0";"0.0"
"25800.0";"-453.928131";"-81.066742";"0.0";"0.0"
"25810.0";"-430.359406";"-106.654976";"0.0";"0.0"
"25820.0";"-329.392426";"-108.696144";"0.0";"0.0"
"25830.0";"-237.308945";"-101.261337";"0.0";"0.0"
"25840.0";"-315.236908";"-97.823433";"0.0";"0.0"
"25850.0";"-348.100983";"-104.012756";"0.0";"0.0"
"25860.0";"-366.350403";"-79.045265";"0.0";"0.0"
"25870.0";"-310.109894";"-93.781769";"0.0";"0.0"
"25880.0";"-272.114319";"-94.885094";"0.0";"0.0"
"25890.0";"-314.116241";"-116.738831";"0.0";"0.0"
"25900.0";"-378.695923";"-97.756546";"0.0";"0.0"
"25910.0";"-398.21048";"-96.127068";"0.0";"0.0"
"25920.0";"-304.219116";"-91.769112";"0.0";"0.0"
"25930.0";"-289.141296";"-103.711555";"0.0";"0.0"
"25940.0";"-361.773254";"-98.79657";"0.0";"0.0"
"25950.0";"-360.822357";"-76.07412";"0.0";"0.0"
"25960.0";"-287.67865";"-108.265732";"0.0";"0.0"
"25970.0";"-434.725647";"-93.522522";"0.0";"0.0"
"25980.0";"-339.069733";"-95.551796";"0.0";"0.0"
"25990.0";"-336.799866";"-99.127487";"0.0";"0.0"
"26000.0";"-348.747833";"-92.906418";"0.0";"0.0"
"26010.0";"-418.866852";"-120.146713";"0.0";"0.0"
"26020.0";"-429.492676";"-88.345329";"0.0";"0.0"
"26030.0";"-443.378143";"-105.322647";"0.0";"0.0"
"26040.0";"-394.548035";"-119.557617";"0.0";"0.0"
"26050.0";"-433.649811";"-79.866356";"0.0";"0.0"
"26060.0";"-399.113068";"-88.520615";"0.0";"0.0"
"26070.0";"-309.522736";"-98.754486";"0.0";"0.0"
"26080.0";"-235.206528";"-91.994293";"0.0";"0.0"
"26090.0";"-189.15744";"-97.147453";"0.0";"0.0"
"26100.0";"-214.402054";"-119.564804";"0.0";"0.0"
"26110.0";"-318.651825";"-111.443848";"0.0";"0.0"
"26120.0";"-282.934723";"-109.813713";"0.0";"0.0"
"26130.0";"-259.861816";"-101.296097";"0.0";"0.0"
"26140.0";"-223.796173";"-114.674164";"0.0";"0.0"
"26150.0";"-249.738785";"-120.259041";"0.0";"0.0"
"26160.0";"-168.436691";"-124.633987";"0.0";"0.0"
"26170.0";"-241.752136";"-101.027153";"0.0";"0.0"
"26180.0";"-240.315994";"-106.245163";"0.0";"0.0"
"26190.0";"-225.369598";"-112.439125";"0.0";"0.0"
"26200.0";"-303.461731";"-83.388924";"0.0";"0.0"
"26210.0";"-244.612015";"-94.696007";"0.0";"0.0"
"26220.0";"-156.664291";"-109.980949";"0.0";"0.0"
"26230.0";"-219.492081";"-89.688713";"0.0";"0.0"
"26240.0";"-183.520035";"-113.352592";"0.0";"0.0"
"26250.0";"-272.148102";"-93.407875";"0.0";"0.0"
"26260.0";"-249.887131";"-94.092606";"0.0";"0.0"
"26270.0";"-249.369522";"-84.563766";"0.0";"0.0"
"26280.0";"-220.610092";"-100.230225";"0.0";"0.0"
"26290.0";"-259.568878";"-100.688576";"0.0";"0.0"
"26300.0";"-244.097351";"-118.594627";"0.0";"0.0"
"26310.0";"-156.851715";"-103.28363";"0.0";"0.0"
"26320.0";"-274.575409";"-104.391785";"0.0";"0.0"
"26330.0";"-293.129639";"-73.971992";"0.0";"0.0"
"26340.0";"-272.723663";"-105.396675";"0.0";"0.0"
"26350.0";"-264.290588";"-102.261543";"0.0";"0.0"
"26360.0";"-247.987656";"-74.60672";"0.0";"0.0"
"26370.0";"-234.255707";"-88.123741";"0.0";"0.0"
"26380.0";"-191.959152";"-78.936005";"0.0";"0.0"
"26390.0";"-220.21936";"-69.678619";"0.0";"0.0"
"26400.0";"-167.463791";"-98.30204";"0.0";"0.0"
"26410.0";"-186.198425";"-110.294876";"0.0";"0.0"
"26420.0";"-256.403351";"-78.967003";"0.0";"0.0"
"26430.0";"-246.886185";"-80.828438";"0.0";"0.0"
"26440.0";"-322.672974";"-88.509163";"0.0";"0.0"
"26450.0";"-264.02243";"-100.476471";"0.0";"0.0"
"26460.0";"-270.470886";"-98.502014";"0.0";"0.0"
"26470.0";"-315.329865";"-66.119759";"0.0";"0.0"
"26480.0";"-315.970764";"-100.916794";"0.0";"0.0"
"26490.0";"-342.057831";"-98.111786";"0.0";"0.0"
"26500.0";"-300.357819";"-86.950256";"0.0";"0.0"
"26510.0";"-284.942657";"-94.437073";"0.0";"0.0"
"26520.0";"-282.096405";"-106.274231";"0.0";"0.0"
"26530.0";"-231.159805";"-105.212883";"0.0";"0.0"
"26540.0";"-247.26268";"-105.569023";"0.0";"0.0"
"26550.0";"-279.066803";"-108.146454";"0.0";"0.0"
"26560.0";"-261.307251";"-104.960213";"0.0";"0.0"
"26570.0";"-326.98761";"-68.439949";"0.0";"0.0"
"26580.0";"-114.733315";"-108.990227";"0.0";"0.0"
"26590.0";"-89.820503";"-97.177124";"0.0";"0.0"
"26600.0";"-168.004944";"-98.605728";"0.0";"0.0"
"26610.0";"-167.53653";"-83.524071";"0.0";"0.0"
"26620.0";"-130.097305";"-104.629517";"0.0";"0.0"
"26630.0";"-142.175613";"-93.535973";"0.0";"0.0"
"26640.0";"-79.947075";"-91.123665";"0.0";"0.0"
"26650.0";"-108.985588";"-90.138626";"0.0";"0.0"
"26660.0";"-127.193069";"-99.368515";"0.0";"0.0"
"26670.0";"-204.19809";"-102.385193";"0.0";"0.0"
"26680.0";"-177.327591";"-90.287834";"0.0";"0.0"
"26690.0";"-63.611122";"-97.540123";"0.0";"0.0"
"26700.0";"-74.010368";"-93.695045";"0.0";"0.0"
"26710.0";"-145.152496";"-97.791397";"0.0";"0.0"
"26720.0";"-59.389481";"-103.041542";"0.0";"0.0"
"26730.0";"-82.09848";"-94.034027";"0.0";"0.0"
"26740.0";"-93.625938";"-89.417412";"0.0";"0.0"
"26750.0";"-84.020653";"-102.200249";"0.0";"0.0"
"26760.0";"-78.116821";"-106.472031";"0.0";"0.0"
"26770.0";"-100.957123";"-105.943825";"0.0";"0.0"
"26780.0";"-115.713776";"-110.01931";"0.0";"0.0"
"26790.0";"-68.931335";"-97.234917";"0.0";"0.0"
"26800.0";"-93.707367";"-106.074532";"0.0";"0.0"
"26810.0";"-86.831062";"-78.575859";"0.0";"0.0"
"26820.0";"-74.191841";"-87.167946";"0.0";"0.0"
"26830.0";"-48.324146";"-106.115448";"0.0";"0.0"
"26840.0";"-65.884392";"-110.48632";"0.0";"0.0"
"26850.0";"-75.022346";"-81.842949";"0.0";"0.0"
"26860.0";"-63.696793";"-105.954544";"0.0";"0.0"
"26870.0";"-50.246819";"-75.313797";"0.0";"0.0"
"26880.0";"-40.353889";"-92.91877";"0.0";"0.0"
"26890.0";"-52.568615";"-83.744751";"0.0";"0.0"
"26900.0";"-70.128967";"-82.928635";"0.0";"0.0"
"26910.0";"-58.546185";"-112.284737";"0.0";"0.0"
"26920.0";"-92.046021";"-115.017052";"0.0";"0.0"
"26930.0";"-74.107147";"-103.091225";"0.0";"0.0"
"26940.0";"-85.308281";"-101.263824";"0.0";"0.0"
"26950.0";"-73.918922";"-96.994621";"0.0";"0.0"
"26960.0";"-68.062477";"-104.335648";"0.0";"0.0"
"26970.0";"-79.89225";"-106.614166";"0.0";"0.0"
"26980.0";"-67.626366";"-110.660172";"0.0";"0.0"
"26990.0";"-84.034691";"-108.113449";"0.0";"0.0"
"27000.0";"-62.838795";"-103.622871";"0.0";"0.0"
"27010.0";"-87.198586";"-106.09037";"0.0";"0.0"
"27020.0";"-103.350807";"-94.848625";"0.0";"0.0"
"27030.0";"-93.810349";"-94.910667";"0.0";"0.0"
"27040.0";"-88.091064";"-109.847862";"0.0";"0.0"
"27050.0";"-123.823685";"-114.576332";"0.0";"0.0"
"27060.0";"-117.244148";"-95.013756";"0.0";"0.0"
"27070.0";"-105.765442";"-98.743057";"0.0";"0.0"
"27080.0";"-150.074753";"-94.208755";"0.0";"0.0"
"27090.0";"-130.606949";"-91.136414";"0.0";"0.0"
"27100.0";"-111.087753";"-99.84053";"0.0";"0.0"
"27110.0";"-105.091225";"-89.371307";"0.0";"0.0"
"27120.0";"-111.726067";"-109.475731";"0.0";"0.0"
"27130.0";"-133.258606";"-72.988899";"0.0";"0.0"
"27140.0";"-56.795303";"-113.204178";"0.0";"0.0"
"27150.0";"-104.958351";"-94.763931";"0.0";"0.0"
"27160.0";"-103.914772";"-88.093475";"0.0";"0.0"
"27170.0";"-180.346664";"-93.600098";"0.0";"0.0"
"27180.0";"-221.364166";"-98.716988";"0.0";"0.0"
"27190.0";"-217.975693";"-103.33094";"0.0";"0.0"
"27200.0";"-118.798439";"-94.972313";"0.0";"0.0"
"27210.0";"-102.121437";"-95.906662";"0.0";"0.0"
"27220.0";"-134.862122";"-92.585365";"0.0";"0.0"
"27230.0";"-111.938103";"-97.193199";"0.0";"0.0"
"27240.0";"-133.049164";"-90.621582";"0.0";"0.0"
"27250.0";"-116.892845";"-82.963371";"0.0";"0.0"
"27260.0";"-154.429291";"-90.822006";"0.0";"0.0"
"27270.0";"-141.026886";"-93.621895";"0.0";"0.0"
"27280.0";"-206.805481";"-85.382072";"0.0";"0.0"
"27290.0";"-230.84758";"-84.210434";"0.0";"0.0"
"27300.0";"-229.354477";"-80.925827";"0.0";"0.0"
"27310.0";"-191.492905";"-90.822853";"0.0";"0.0"
"27320.0";"-227.917465";"-96.790764";"0.0";"0.0"
"27330.0";"-236.616837";"-92.69278";"0.0";"0.0"
