# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_dist_hbonds_mol5.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_3
# Original file was created by command :
"0.0025";"0.0"
"0.0075";"0.0"
"0.0125";"0.0"
"0.0175";"0.0"
"0.0225";"0.0"
"0.0275";"0.0"
"0.0325";"0.0"
"0.0375";"0.0"
"0.0425";"0.0"
"0.0475";"0.0"
"0.0525";"0.0"
"0.0575";"0.0"
"0.0625";"0.0"
"0.0675";"0.0"
"0.0725";"0.0"
"0.0775";"0.0"
"0.0825";"0.0"
"0.0875";"0.0"
"0.0925";"0.0"
"0.0975";"0.0"
"0.1025";"0.0"
"0.1075";"0.0"
"0.1125";"0.0"
"0.1175";"0.0"
"0.1225";"0.0"
"0.1275";"0.0"
"0.1325";"0.0"
"0.1375";"0.0"
"0.1425";"0.0"
"0.1475";"0.0"
"0.1525";"0.0"
"0.1575";"0.0"
"0.1625";"0.0"
"0.1675";"0.0"
"0.1725";"0.0"
"0.1775";"0.0"
"0.1825";"0.0"
"0.1875";"0.0"
"0.1925";"0.0"
"0.1975";"0.0"
"0.2025";"0.0"
"0.2075";"0.0"
"0.2125";"0.0"
"0.2175";"0.0"
"0.2225";"0.0"
"0.2275";"0.0"
"0.2325";"0.00466059"
"0.2375";"0.372847"
"0.2425";"3.40223"
"0.2475";"13.3666"
"0.2525";"28.1127"
"0.2575";"35.3739"
"0.2625";"32.2233"
"0.2675";"24.4168"
"0.2725";"17.3001"
"0.2775";"11.8612"
"0.2825";"8.45897"
"0.2875";"6.34773"
"0.2925";"4.45553"
"0.2975";"3.33232"
"0.3025";"2.52138"
"0.3075";"1.85958"
"0.3125";"1.42148"
"0.3175";"1.22574"
"0.3225";"1.00669"
"0.3275";"0.694428"
"0.3325";"0.601216"
"0.3375";"0.615198"
"0.3425";"0.545289"
"0.3475";"0.480041"
