# This .csv file was created 12.10.2024 14:32
# extracted out of file prod_dist_hbonds_mol18.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAD/6fxb_cad_1
# Original file was created by command :
"0.0025";"0.0"
"0.0075";"0.0"
"0.0125";"0.0"
"0.0175";"0.0"
"0.0225";"0.0"
"0.0275";"0.0"
"0.0325";"0.0"
"0.0375";"0.0"
"0.0425";"0.0"
"0.0475";"0.0"
"0.0525";"0.0"
"0.0575";"0.0"
"0.0625";"0.0"
"0.0675";"0.0"
"0.0725";"0.0"
"0.0775";"0.0"
"0.0825";"0.0"
"0.0875";"0.0"
"0.0925";"0.0"
"0.0975";"0.0"
"0.1025";"0.0"
"0.1075";"0.0"
"0.1125";"0.0"
"0.1175";"0.0"
"0.1225";"0.0"
"0.1275";"0.0"
"0.1325";"0.0"
"0.1375";"0.0"
"0.1425";"0.0"
"0.1475";"0.0"
"0.1525";"0.0"
"0.1575";"0.0"
"0.1625";"0.0"
"0.1675";"0.0"
"0.1725";"0.0"
"0.1775";"0.0"
"0.1825";"0.0"
"0.1875";"0.0"
"0.1925";"0.0"
"0.1975";"0.0"
"0.2025";"0.0"
"0.2075";"0.0"
"0.2125";"0.0"
"0.2175";"0.0"
"0.2225";"0.0"
"0.2275";"0.0"
"0.2325";"0.0"
"0.2375";"0.00437656"
"0.2425";"0.0744015"
"0.2475";"0.350125"
"0.2525";"0.975973"
"0.2575";"2.74848"
"0.2625";"7.56269"
"0.2675";"15.725"
"0.2725";"23.8304"
"0.2775";"27.0515"
"0.2825";"25.7998"
"0.2875";"21.6727"
"0.2925";"17.6507"
"0.2975";"14.04"
"0.3025";"10.7576"
"0.3075";"8.09663"
"0.3125";"5.71141"
"0.3175";"4.45971"
"0.3225";"3.5844"
"0.3275";"2.89728"
"0.3325";"2.27143"
"0.3375";"1.71561"
"0.3425";"1.50991"
"0.3475";"1.50991"
